37680676;441802794;1681887016;
37680676;1681887016;441802796;
37680676;441802796;441805488;
37680676;441805488;443809275;
37680676;443809275;443813089;
37680676;443813089;443813090;
37680676;443813090;3105978458;
37680676;3105978458;441802854;
37680683;441802828;769314426;
37680685;441802954;441802957;
37680685;441802957;441802961;
37680685;441802961;441802977;
37680685;441802977;441802980;
37680687;441803078;441803076;
37680687;441803076;441803009;
37680687;441803009;441803074;
37680687;441803074;441803072;
37680687;441803072;441803070;
37680687;441803070;768226326;
37680687;768226326;441803068;
37680688;1547680415;1547680416;
37680688;1547680416;443809927;
37680688;443809927;441803092;
37680688;441803092;1252555690;
37680688;1252555690;1563340000;
37680688;1563340000;441803095;
37680688;441803095;441803097;
37680688;441803097;1563340001;
37680688;1563340001;441803099;
37680688;441803099;441803101;
37680688;441803101;441803103;
37680688;441803103;441803105;
37680688;441803105;441803013;
37680688;441803013;441803107;
37680688;441803107;441803078;
37680688;441803078;441803110;
37680691;441803282;441803285;
37680691;441803285;441803287;
37680691;441803287;441803289;
37680691;441803289;441803291;
37680691;441803291;1163690625;
37680691;1163690625;441803105;
37680692;441802794;441803296;
37680692;441803296;441803298;
37680692;441803298;441803107;
37680692;441803107;441803076;
37680692;441803076;441803301;
37680692;441803301;1309247589;
37680693;1309247589;1309243906;
37680693;1309243906;441803004;
37680693;441803004;441803316;
37680693;441803316;441803319;
37680693;441803319;441803322;
37680693;441803322;441803324;
37680693;441803324;441803326;
37680694;1309239836;1564682247;
37680694;1564682247;1564682246;
37680694;1564682246;1564682243;
37680694;1564682243;1564682242;
37680694;1564682242;1564682239;
37680694;1564682239;441803326;
37680694;441803326;441803327;
37680694;441803327;1563324312;
37680694;1563324312;1252555546;
37680694;1252555546;441803328;
37680694;441803328;441803068;
37680694;441803068;441803282;
37680694;441803282;441803329;
37680694;441803329;1257471295;
37680695;441803328;441803367;
37680695;441803367;441803370;
37680695;441803370;441803372;
37680695;441803372;441803007;
37680695;441803007;441803301;
37680695;441803301;441803375;
37680697;441803375;441803382;
37680697;441803382;441803385;
37680697;441803385;1824641449;
37680697;1824641449;441803112;
37680698;441803390;441803393;
37680700;441803393;3588636395;
37680700;3588636395;1252555550;
37680700;1252555550;1252555549;
37680700;1252555549;441803401;
37680700;441803401;441803322;
37680700;441803322;441803367;
37680700;441803367;441803070;
37680700;441803070;441803287;
37680700;441803287;441803403;
37680701;441803403;1163690643;
37680701;1163690643;441803408;
37680702;441803408;1163690660;
37680702;1163690660;441803329;
37680703;441803097;441803408;
37680703;441803408;441803285;
37680703;441803285;1163690612;
37680703;1163690612;768226326;
37680704;441803462;441803460;
37680704;441803460;441803458;
37680704;441803458;441803456;
37680704;441803456;441803453;
37680704;441803453;441803451;
37680704;441803451;441803444;
37680704;441803444;441803441;
37680704;441803441;441803439;
37680704;441803439;441803436;
37680704;441803436;441803434;
37680704;441803434;441803431;
37680704;441803431;441803428;
37680704;441803428;441803101;
37680704;441803101;441803289;
37680704;441803289;441803072;
37680704;441803072;441803370;
37680704;441803370;441803319;
37680711;3012788882;441803619;
37680712;441803623;769314477;
37680712;769314477;1309555798;
37680712;1309555798;441803624;
37680712;441803624;441802980;
37681026;441803604;441803607;
37681028;441803604;441813273;
37681028;441813273;441813274;
37681028;441813274;441803333;
37681028;441803333;441813275;
37681028;441813275;441813276;
37681028;441813276;441813252;
37681028;441813252;441803436;
37681028;441803436;441813277;
37681028;441813277;441803018;
37681028;441803018;1563326055;
37681028;1563326055;1563326056;
37681028;1563326056;441805507;
37681028;441805507;441805493;
37681028;441805493;441813278;
37681028;441813278;441813279;
37681028;441813279;441813280;
37681028;441813280;441813281;
37681207;441819649;4181898630;
37681207;4181898630;1790097579;
37681207;1790097579;441819655;
37681207;441819655;441819659;
37681207;441819659;4181898626;
37681207;4181898626;441819662;
37681207;441819662;4181898627;
37681207;4181898627;441819665;
37681207;441819665;441819668;
37681207;441819668;4181898628;
37681207;4181898628;441819670;
37681207;441819670;1790097578;
37681207;1790097578;441819672;
37681207;441819672;1790097577;
37681207;1790097577;441819677;
37681207;441819677;441819680;
37681207;441819680;441819682;
37681207;441819682;1790097575;
37681207;1790097575;4181898629;
37681207;4181898629;441819685;
37681207;441819685;1790097576;
37681207;1790097576;441819692;
37681207;441819692;441819695;
37681207;441819695;441819649;
37681208;1645706019;441802816;
37681208;441802816;3105978448;
37681208;3105978448;441819665;
37681209;441819662;3105978459;
37681209;3105978459;441819719;
37681209;441819719;1645706015;
37842089;441803019;443813076;
37842089;443813076;441803439;
37842089;441803439;443800955;
37842089;443800955;768226316;
37842089;768226316;443817484;
37842089;443817484;441803334;
37842090;768226319;768226313;
37842090;768226313;443817971;
37842090;443817971;768226330;
37842090;768226330;1547680300;
37842090;1547680300;1547680294;
37842090;1547680294;441803335;
37842090;441803335;443817366;
37842090;443817366;443817389;
37842090;443817389;443800956;
37842090;443800956;441803441;
37842090;441803441;443812931;
37842090;443812931;441803020;
37842090;441803020;1563326049;
37842090;1563326049;443800961;
37842091;768565998;768566000;
37842092;441803339;443817424;
37842092;443817424;443817435;
37842092;443817435;443800958;
37842092;443800958;441803451;
37842092;441803451;443813070;
37842092;443813070;441803022;
37842093;443800954;1602346489;
37842093;1602346489;443817589;
37842509;441819682;1790097573;
37842509;1790097573;1163690622;
37842509;1163690622;771439427;
37842509;771439427;443803762;
37842509;443803762;771440428;
37842509;771440428;443803761;
37842704;441805516;4090279300;
37842704;4090279300;4090279321;
37842704;4090279321;441805517;
37842704;441805517;441805518;
37842704;441805518;441805519;
37842704;441805519;913123005;
37842704;913123005;441805520;
37842704;441805520;443803681;
37842704;443803681;771440401;
37843031;443803681;771439747;
37843031;771439747;771440361;
37843031;771440361;771439553;
37843272;441803114;443817684;
